FOLIO INSTITUCIONAL,MÓDULO,FOLIO DE MÓDULO,SEMANA,ESTACIÓN,LÍNEA,FECHA,DÍA,MES,HORA DE AGRESIÓN,HORA DE ATENCIÓN,HORA DE CIERRE DE ATENCIÓN,DESCRIPCIÓN,MODO DE ACCIÓN,DELITO,LUGAR DE LOS HECHOS,SEXO,EDAD,OCUPACIÓN ESPECÍFICA,OCUPACIÓN GENERAL,ESCOLARIDAD DE LA VICTIMA,DELEGACIÓN O MUNICIPIO,ESTADO,SEXO AGRESOR,EDAD  AGRESOR,OCUPACIÓN ESPECÍFICA 2,OCUPACIÓN GENERAL 2,ESCOLARIDAD,DELEGACIÓN O MUNICIPIO 2,ESTADO2,SIN DETENIDO,OBSERVACIONES,OBSTÁCULOS DE COLABORACIÒN,AUTORIDAD,CORPORACION REMITENTE
2177,HIDALGO,H-078,DEL 08 AL 12 DE SEPTIEMBRE DE 2014,HIDALGO,2,10 DE SEPTIEMBRE DE 2014,MIERCOLES,SEPTIEMBRE,13:32,13:37,13:50,VEJACIONES (AGRESIÓN VERBAL),PERSISTENTE Y POCO AGRESIVA,ACOSO SEXUAL,PASILLO  DE CORRESPONDENCIA ,MUJER,23,EMPLEADA,EMPLEADA,PROFESIONAL,MUNICIPIO DE ECATEPEC,ESTADO DE MÉXICO,HOMBRE,67,SIN DATO,SIN DATO,SIN DATO,DELEGACIÓN AZCAPOTZALCO,DF,NA,LA VÍCTIMA SE RESERVO SU DERECHO A DENUNCIAR EN EL MÓDULO,NINGUNO,DC,PBI
2178,BALDERAS,B-081,DEL 08 AL 12 DE SEPTIEMBRE DE 2014,FUERA DE LAS INSTALACIONES DEL STC (DOMICILIO DE LA VÍCTIMA),FUERA DE LAS INSTALACIONES DEL STC (DOMICILIO DE LA VÍCTIMA),22 DE SEPTIEMBRE DE 2014,LUNES,SEPTIEMBRE,01:00 DEL 16/11/2013,16:18,16:00,VIOLACIÓN,RÁPIDA Y VIOLENTA,VIOLACIÓN,FUERA DE LAS INSTALACIONES DEL STC (DOMICILIO DE LA VÍCTIMA),MUJER,18,ESTUDIANTE,ESTUDIANTE,PROFESIONAL,DELEGACIÓN COYOACÁN,DF,HOMBRE,64,COCINERO,EMPLEADO,PRIMARIA,DELEGACIÓN COYOACAN ,DF,NA,NINGUNA,NINGUNO,FDS,SIN DETENIDO
2179,GUERRERO,G-007,DEL 08 AL 12 DE SEPTIEMBRE DE 2014,ERMITA,12,23 DE SEPTIEMBRE DE 2014,MARTES,SEPTIEMBRE,08:00,14:03,15:07,PALABRAS LASCIVAS Y PERSECUCIÓN CON POSIBLES FINES LASCIVOS,PERSISTENTE Y POCO   AGRESIVA,ACOSO SEXUAL,PASILLO  DE CORRESPONDENCIA ,MUJER,20,ESTUDIANTE,ESTUDIANTE,PROFESIONAL,DELEGACIÓN BENITO JUÁREZ,DF,HOMBRE,48,EMPLEADO,EMPLEADO,PRIMARIA,DELEGACIÓN IZTAPALAPA,DF,NA,LA VÍCTIMA SE RESERVO SU DERECHO A DENUNCIAR EN EL MÓDULO,ATENCIÓN TARDÍA PARA LA VÍCTIMA POR PARTE DE PERSONAL DE PBI,DC,PBI
2180,BALDERAS,B-082,DEL 22 AL 26 DE SEPTIEMBRE DE 2014,BALDERAS,3,23 DE SEPTIEMBRE DE 2014,MARTES,SEPTIEMBRE,15:30,15:56,18:13,VEJACIONES (AGRESIÓN VERBAL),AGRESIVA VERBAL Y FÍSICAMENTE,ACOSO SEXUAL,ANDEN,MUJER,20,ESTUDIANTE,ESTUDIANTE,PROFESIONAL,DELEGACIÓN CUAUHTÉMOC,DF,HOMBRE,32,DESEMPLEADO,DESEMPLEADO,PRIMARIA,DELEGACIÓN COYOACAN ,DF,NA,NINGUNA,NINGUNO,JC,PBI
2181,BALDERAS,B-083,DEL 22 AL 26 DE SEPTIEMBRE DE 2014,TACUBAYA,9,25 DE SEPTIEMBRE DE 2014,JUEVES,SEPTIEMBRE,12:15,13:20,21:06,TOCAMIENTO EN GLÚTEOS,RÁPIDA Y VIOLENTA,ABUSO SEXUAL,CUARTO VAGÓN,MUJER,32,ESTUDIANTE,ESTUDIANTE,PROFESIONAL,MUNICIPIO DE CHIMALPA,ESTADO DE MÉXICO,HOMBRE,27,DESEMPLEADO,DESEMPLEADO,SIN ESTUDIOS,SIN DATO,SIN DATO,NA,NINGUNA,NINGUNO,FDS,PBI
2182,HIDALGO,H-079,DEL 22 AL 26 DE SEPTIEMBRE DE 2014,ZÓCALO,2,25 DE SEPTIEMBRE DE 2014,JUEVES,SEPTIEMBRE,12:30,12:37,19:01,VIOLENCIA FAMILIAR (AGRESIÓN FÍSICA Y VERBAL),AGRESIVA VERBAL Y FÍSICAMENTE,VIOLENCIA FAMILIAR,ANDEN,MUJER,31,VAGONERA,COMERCIANTE,SECUNDARIA,DELEGACIÓN IZTAPALAPA,DF,HOMBRE,26,VAGONERO,COMERCIANTE,SECUNDARIA,DELEGACIÓN IZTAPALAPA,DF,NA,NINGUNA,NINGUNO,OTRA INSTANCIA (CAVI),PBI
2183,BALDERAS,B-084,DEL 22 AL 26 DE SEPTIEMBRE DE 2014,BALDERAS,1,25 DE SEPTIEMBRE DE 2014,JUEVES,SEPTIEMBRE,13:30,13:47,21:15,TOCAMIENTO EN GLÚTEO IZQUIERDO,PERSISTEMTE Y POCO AGRESIVO,ABUSO SEXUAL,INTERIOR DE VAGÓN CENTRAL,MUJER,20,ESTUDIANTE,ESTUDIANTE,PROFESIONAL,DELEGACIÓN CUAUHTÉMOC,DF,HOMBRE,19,EMPLEADO,EMPLEADO,PRIMARIA,MUNICIPIO DE CHIMALHUACAN,ESTADO DE MÉXICO,NA,NINGUNA,NINGUNO,FDS,PBI
2184,HIDALGO,H-080,DEL 22 AL 26 DE SEPTIEMBRE DE 2014,INDIOS VERDES,3,29 DE SEPTIEMBRE DE 2014,LUNES,SEPTIEMBRE,09:30,10:10,10:43,TOCAMIENTO EN GLÚTEO IZQUIERDO,PERSISTEMTE Y POCO AGRESIVO,ABUSO SEXUAL,INTERIOR DE VAGÓN,MUJER,24,EMPLEADA,EMPLEADA,PREPARATORIA,MUNICIPIO DE CHIMALHUACAN,DF,HOMBRE,30,EMPLEADO,EMPLEADO,PRIMARIA,MUNICIPIO DE ECATEPEC,ESTADO DE MÉXICO,NA,LA VÍCTIMA SE RESERVO SU DERECHO A DENUNCIAR EN EL MÓDULO,NINGUNO,DC,PBI
2185,BALDERAS,B-085,DEL 29 DE SEPTIEMBRE AL 03 DE OCTUBRE DE 2014,PINO SUÁREZ,1,01 DE OCTUBRE DE 2014,MIERCOLES,OCTUBRE,07:15,07:55,19:00,TOCAMIENTO EN GENITALES,PERSISTENTE Y VIOLENTA,ABUSO SEXUAL,INTERIOR DE VAGÓN CENTRAL,HOMBRE,13,ESTUDIANTE,ESTUDIANTE,PRIMARIA,DELEGACIÓN COYOACAN,DF,HOMBRE,39,EMPLEADO,EMPLEADO,PROFESIONAL,MUNICIPIO DE IXTAPALUCA,ESTADO DE MÉXICO,NA,EL MENOR VIVE EN FUNDACIÓN CASA ALIANZA MÉXICO I.A.P CASA HOGAR,NINGUNO,FDS,PBI
2186,BALDERAS,B-86,DEL 29 DE SEPTIEMBRE AL 03 DE OCTUBRE DE 2014,MORELOS,4,01 DE OCTUBRE DE 2014,MIERCOLES,OCTUBRE,11:40,13:00,20:10,MASTURBACIÓN Y EXHIBICIÓN DE GENITALES,PERSISTENTE Y POCO AGRESIVO,ACOSO SEXUAL,SEGUNDO VAGÓN ,MUJER,23,ESTUDIANTE,ESTUDIANTE,PROFESIONISTA,DELEGACIÓN IZTAPALAPA,DF,HOMBRE,26,DESEMPLEADO,DESEMPLEADO,SECUNDARIA,MUNICIPIO DE CHIMALHUACAN,ESTADO DE MÉXICO,NA,NINGUNA,NINGUNO,FDS,PA
2187,GUERRERO,G-008,DEL 29 DE SEPTIEMBRE AL 03 DE OCTUBRE DE 2014,POTRERO,3,02 DE OCTUBRE DE 2014,JUEVES,OCTUBRE,09:04,09:20,10:00,TOCAMIENTO EN SENO IZQUIERDO,PERSISTENTE Y POCO   AGRESIVO,ABUSO SEXUAL,CUARTO VAGÓN,MUJER,23,EMPLEADA,EMPLEADA,PREPARATORIA,MUNICIPIO DE TLALNEPANTLA,ESTADO DE MÉXICO,HOMBRE,44,EMPLEADO,EMPLEADO,SECUNDARIA,MUNICIPIO DE TECAMAC ,ESTADO DE MÉXICO,NA,LA VÍCTIMA SE RESERVO SU DERECHO A DENUNCIAR EN EL MÓDULO,NINGUNO,DC,PBI
2188,BALDERAS,B-087,DEL 29 DE SEPTIEMBRE AL 03 DE OCTUBRE DE 2014,MOCTEZUMA,2,02 DE OCTUBRE DE 2014,JUEVES,OCTUBRE,17:00,17:29,20:36,TOCAMIENTO EN SENO IZQUIERDO,RÁPIDA Y VIOLENTA,ABUSO SEXUAL,ESCALERAS FIJAS,MUJER,20,DESEMPLEADA,DESEMPLEADA,SECUNDARIA,MUNICIPIO DE NEZAHUALCÓYOTL,ESTADO DE MÉXICO,HOMBRE,21,COMERCIANTE,COMERCIANTE,SECUNDARIA,DELEGACIÓN VENUSTIANO CARRANZA,DF,NA,LA VÍCTIMA SE RESERVO SU DERECHO A PRESENTAR FORMAL QUERELLA EN LA FDS,NINGUNO,DC,PBI
2189,BALDERAS,B-088,DEL 29 DE SEPTIEMBRE AL 03 DE OCTUBRE DE 2014,FUERA DE LAS INSTALACIONES DEL STC (DOMICILIO DE LA VÍCTIMA),FUERA DE LAS INSTALACIONES DEL STC (DOMICILIO DE LA VÍCTIMA),03 DE OCTUBRE DE 2014,VIERNES,OCTUBRE,22:30 DEL 29/09/2014,09:00,15:30,VIOLENCIA FAMILIAR (AGRESIÓN FÍSICA Y VERBAL),PERSISTENTE Y VIOLENTO,VIOLENCIA FAMILIAR,FUERA DE LAS INSTALACIONES DEL STC (DOMICILIO DE LA VÍCTIMA),MUJER,43,EMPLEADA,EMPLEADA,PROFESIONAL,DELEGACIÓN VENUSTIANO CARRANZA,DF,HOMBRE,52,EMPLEADO,EMPLEADO,SIN DATO,DELEGACIÓN ALVARO OBREGÓN,DF,SIN DETENIDO,NINGUNA,NINGUNO,OTRA INSTANCIA (FAM),SIN DETENIDO
2190,HIDALGO,H-081,DEL 29 DE SEPTIEMBRE AL 03 DE OCTUBRE DE 2014,OBSERVATORIO,FUERA DE LAS INSTALACIONES DEL STC ,03 DE OCTUBRE DE 2014,VIERNES,OCTUBRE,19:00 DEL 01/10/2014,13:06,16:30,VIOLENCIA FAMILIAR,AGRESIVA VERBAL Y FÍSICAMENTE,VIOLENCIA FAMILIAR,FUERA DE LAS INSTALACIONES DEL STC ,MUJER,27,TAREAS DEL HOGAR,TAREAS DEL HOGAR,SECUNDARIA,MUNICIPIO DE CHIMALHUACAN,ESTADO DE MÉXICO,HOMBRE,36,PINTOR,OFICIO,SECUNDARIA,MUNICIPIO DE HUIXQUILUCAN,ESTADO DE MÉXICO,SIN DETENIDO,"EN LA INTERVENCIÓN CON EL MINISTERIO PÚBLICO, SE HABLÓ CON EL RESPONSABLE, PERO DEBIDO A LA ESPERA LA VÍCTIMA NO QUISO CONTINUAR.",CON ARGUMENTOS DISUASIVOS EL MINISTERIO PÚBLICO QUE ATENDIÓ MOTIVO EL DESISTIMIENTO DE LA VÍCTIMA,DC,SIN DETENIDO
2191,PANTITLÁN,P-030,DEL 29 DE SEPTIEMBRE AL 03 DE OCTUBRE DE 2014,VELODROMO,9,06 DE OCTUBRE DE 2014,LUNES,OCTUBRE,07:55,09:00,15:45,TOCAMIENTO EN ENTREPIERNA Y TOMA DE VIDEO,PERSISTENTE Y POCO AGRESIVA,ABUSO SEXUAL,INTERIOR DE VAGÓN,MUJER,21,ESTUDIANTE,ESTUDIANTE,PROFESIONAL,DELEGACIÓN TLALPAN,DF,HOMBRE,31,OBRERO,EMPLEADO,PRIMARIA,MUNICIPIO DE HUIXQUILUCAN,ESTADO DE MÉXICO,NA,NINGUNA,NINGUNO,FDS,PA
2192,HIDALGO,H-082,DEL 29 DE SEPTIEMBRE AL 03 DE OCTUBRE DE 2014,INDIOS VERDES,3,07 DE OCTUBRE DE 2014,MARTES,OCTUBRE,08:35,09:15,18:00,TOCAMIENTO EN GLÚTEOS,PERSISTENTE Y POCO AGRESIVA,ABUSO SEXUAL,QUINTO VAGÓN,MUJER,19,ESTUDIANTE,ESTUDIANTE,PROFESIONAL,MUNICIPIO DE TULTEPEC,ESTADO DE MÉXICO,HOMBRE,39,EMPLEADO,EMPLEADO,PREPARATORIA,MUNICIPIO MINERAL DE LA REFORMA,ESTADO DE HIDALGO,NA,NINGUNA,NINGUNO,FDS,PA
2193,GUERRERO,G-009,DEL 06 AL 10 DE OCTUBRE DE 2014,18 DE MARZO,3,07 DE OCTUBRE DE 2014,MARTES,OCTUBRE,15:40,17:28,03:20 DEL 08/10/2014,TOCAMIENTO EN GLÚTEOS,PERSISTENTE Y POCO AGRESIVA,ABUSO SEXUAL,ESCALERAS FIJAS,MUJER,16,ESTUDIANTE,ESTUDIANTE,PREPARATORIA,DELEGACIÓN GUSTAVO A. MADERO,DISTRITO FEDERAL,HOMBRE,SIN DATO,LAVA LOZA,OFICIO,SECUNDARIA,MUNICIPIO DE TLALNEPANTLA,ESTADO DE MÉXICO,NA,NINGUNA,NINGUNA,FDS,PBI
2194,BALDERAS,B-089,DEL 06 AL 10 DE OCTUBRE DE 2014,AUDITORIO,7,08 DE OCTUBRE DE 2014,MIERCOLES,OCTUBRE,08:00,09:22,10:20,TOCAMIENTO EN GLÚTEOS,RAPIDA Y VIOLENTA,ABUSO SEXUAL,ESCALERAS ELÉCTRICAS,MUJER,26,EMPLEADA,EMPLEADA,PROFESIONAL,DELEGACIÓN XOCHIMILCO,DF,HOMBRE,29,EMPLEADO,EMPLEADO,SECUNDARIA,DELEGACIÓN IZTAPALAPA,DF,NA,LA VÍCTIMA SE RESERVO SU DERECHO A DENUNCIAR EN EL MÓDULO,NINGUNO,DC,PA
2195,BALDERAS,B-090,DEL 06 AL 10 DE OCTUBRE DE 2014,MERCED,1,08 DE OCTUBRE DE 2014,MIERCOLES,OCTUBRE,11:10,12:15,15:30,TOCAMIENTO EN ÁREA PÚBICA,RAPIDA Y VIOLENTA,ABUSO SEXUAL,SEXTO VAGÓN,MUJER,20,EMPLEADA,EMPLEADA,PREPARATORIA,DELEGACIÓN VENUSTIANO CARRANZA,DF,HOMBRE,38,EMPLEADO,EMPLEADO,SECUNDARIA,DELEGACIÓN CUAUHTÉMOC,DF,NA,LA VÍCTIMA SE RESERVO SU DERECHO A PRESENTAR FORMAL QUERELLA EN LA FDS,NINGUNO,DC,PBI
2196,BALDERAS,B-091,DEL 06 AL 10 DE OCTUBRE DE 2014,FUERA DE LAS INSTALACIONES DEL STC    (CENTRO COMERCIAL PABELLÓN CUAUHTÉMOC),FUERA DE LAS INSTALACIONES DEL STC    (CENTRO COMERCIAL PABELLÓN CUAUHTÉMOC),O8 DE OCTUBRE DE 2014,MIERCOLES,OCTUBRE,15:30 DEL 26/09/2014,15:52,17:40,PALABRAS LASCIVAS Y PERSECUCIÓN CON POSIBLES FINES LASCIVOS,PERSISTENTE Y POCO AGRESIVA,ACOSO SEXUAL,FUERA DE LAS INSTALACIONES DEL STC    (CENTRO COMERCIAL PABELLÓN CUAUHTÉMOC),MUJER,44,SECRETARIA,EMPLEADA,PREPARATORIA,DELEGACIÓN VENUSTIANO CARRANZA,DF,HOMBRE,25,ESTUDIANTE,ESTUDIANTE,PROFESIONAL,DELEGACIÓN VENUSTIANO CARRANZA,DF,NA,LA VÍCTIMA SE RESERVO SU DERECHO A DENUNCIAR EN EL MÓDULO,NINGUNO,DC,SIN DETENIDO
2197,BALDERAS,B-092,DEL 06 AL 10 DE OCTUBRE DE 2014,CHAPULTEPEC,1,O8 DE OCTUBRE DE 2014,MIERCOLES,OCTUBRE,16:30,18:00,18:42,TOCAMIENTO EN GLÚTEO DERECHO,RÁPIDA Y VIOLENTA,ABUSO SEXUAL,TORNIQUETES,MUJER,19,ESTUDIANTE,EMPLEADA,PROFESIONAL,DELEGACIÓN CUAJIMALPA,DF,HOMBRE,42,OBRERO,EMPLEADO,SECUNDARIA,DELEGACIÓN MIGUEL HIDALGO,DF,NA,LA VÍCTIMA SE RESERVO SU DERECHO A DENUNCIAR EN EL MÓDULO,NINGUNO,DC,PBI
2198,BALDERAS,B-093,DEL 06 AL 10 DE OCTUBRE DE 2014,TACUBAYA,7,10 DE OCTUBRE DE 2014,VIERNES,OCTUBRE,15:50,17:50,18:55,TOCAMIENTO EN ÁREA PÚBICA,PERSISTENTE Y POCO AGRESIVO,ABUSO SEXUAL,ESCALERAS ELECTRICAS,MUJER,40,EMPLEADA,EMPLEADA,PREPARATORIA,DELEGACIÓN ALVARO OBREGÓN,DF,HOMBRE,28,CARPINTERO,OFICIO,SECUNDARIA,DELEGACIÓN IZTACALCO,DF,NA,LA VÍCTIMA SE RESERVO SU DERECHO A DENUNCIAR EN EL MÓDULO,NINGUNO,DC,PA
2199,BALDERAS,B-094,DEL 06 AL 10 DE OCTUBRE DE 2014,BALDERAS,3,13 DE OCTUBRE DE 2014,LUNES,OCTUBRE,07:40,08:20,09:00,TOCAMIENTO EN GLÚTEOS Y ENTREPIERNA,PERSISTENTE Y POCO AGRESIVO,ABUSO SEXUAL,CUARTO VAGÓN,MUJER,15,ESTUDIANTE,ESTUDIANTE,PREPARATORIA,DELEGACIÓN VENUSTIANO CARRANZA,DF,HOMBRE,33,EMPLEADO,EMPLEADO,PREPARATORIA,DELEGACIÓN COYOACAN ,DF,NA,LA VÍCTIMA SE RESERVO SU DERECHO A DENUNCIAR EN EL MÓDULO,NINGUNO,DC,PBI
2200,PANTITLÁN,P-031,DEL 06 AL 10 DE OCTUBRE DE 2014,CANAL DE SAN JUAN,A,13 DE OCTUBRE DE 2014,LUNES,OCTUBRE,08:45,09:00,15:32,TOCAMIENTO EN ÁREA PÚBICA,PERSISTENTE Y POCO AGRESIVO,ABUSO SEXUAL,CUARTO VAGÓN,MUJER,26,EMPLEADA,EMPLEADA,PROFESIONAL,DELEGACIÓN IZTAPALAPA,DF,HOMBRE,35,PINTOR,OFICIO,SECUNDARIA,MUNICIPIO VALLE DE CHALCO,ESTADO DE MÉXICO,NA,NINGUNA,NINGUNO,FDS,PA
2201,HIDALGO,H-083,DEL 13 AL 17 DE OCTUBRE DE 2014,HIDALGO,2,14 DE OCTUBRE DE 2014,MARTES,OCTUBRE,09:00,09:08,09:38,ROZAMIENTO DE PENE EN GLÚTEOS,PERSISTENTE Y POCO AGRESIVO,ABUSO SEXUAL,QUINTO VAGÓN,MUJER,22,ESTUDIANTE,ESTUDIANTE,PROFESIONAL,MUNICIPIO DE NEZAHUALCOYOTL,ESTADO DE MÉXICO,HOMBRE,25,MILITAR,SERVIDOR PÚBLICO,PRIMARIA,MUNICIPIO DE NAUCALPAN,ESTADO DE MÉXICO,NA,LA VÍCTIMA SE RESERVO SU DERECHO A DENUNCIAR EN EL MÓDULO,NINGUNO,DC,PBI
2202,BALDERAS,B-095,DEL 13 AL 17 DE OCTUBRE DE 2014,BALDERAS,3,15 DE OCTUBRE DE 2014,MIERCOLES,OCTUBRE,10:00,10:23,18:55,VIOLENCIA FAMILIAR (AGRESIÓN VERBAL),AGRESIVA VERBAL Y FÍSICAMENTE,VIOLENCIA FAMILIAR,ANDEN,MUJER,65,TAREAS DEL HOGAR,TAREAS DEL HOGAR,CARRERAA TÉCNICA,DELEGACIÓN GUSTAVO A MADERO,DF,HOMBRE,69,PENSIONADO,PENSIONADO,LICENCIATURA,DELEGACIÓN GUSTAVO A MADERO,DF,NA,FISCALIA DE PROCESOS DEL ADULTO MAYOR,NINGUNO,OTRA INSTANCIA (FPF),SIN DETENIDO
2203,HIDALGO,H-084,DEL 13 AL 17 DE OCTUBRE DE 2014,TACUBA,2,15 DE OCTUBRE DE 2014,MIERCOLES,OCTUBRE,18:40,19:58,03:10 DEL 16/10/2014,TOCAMIENTO EN GLÚTEOS,PERSISTENTE Y POCO AGRESIVO,ABUSO SEXUAL,ESCALERAS FIJAS,MUJER,84,COMERCIANTE,COMERCIANTE,PRIMARIA,DELEGACIÓN BENITO JUÁREZ,DF,HOMBRE,48,ALBAÑIL,OFICIO,SECUNDARIA,MUNICIPIO DE NAUCALPAN,ESTADO DE MÉXICO,NA,NINGUNA,NINGUNO,FDS,PA
2204,BALDERAS,B-096,DEL 13 AL 17 DE OCTUBRE DE 2014,CONSTITUCIÓN DE 1917,8,16 DE OCTUBRE DE 2014,JUEVES,OCTUBRE,17:20,18:55,23:06,TOCAMIENTO EN GLUTEO,RAPIDA Y VIOLENTA,ABUSO SEXUAL,PASILLO  DE CORRESPONDENCIA ,MUJER,49,DESEMPLEADA,DESEMPLEADA,SECUNDARIA,IZTAPALAPA,DF,HOMBRE,51,LIMPIEZA DE METRO,EMPLEADO,PRIMARIA,MUNICIPIO DE IXTAPALUCA,ESTADO DE MÉXICO,NA,LA VÍCTIMA SE RESERVO SU DERECHO A PRESENTAR FORMAL QUERELLA EN LA FDS,NINGUNO,DC,PBI
2205,HIDALGO,H-085,DEL 13 AL 17 DE OCTUBRE DE 2014,INDIOS VERDES,3,20 DE OCTUBRE DE 2014 ,LUNES,OCTUBRE,09:15,09:51,10:30,FRICIÓN DEPENE EN GLÚTEOS,PERSISTENTE Y VIOLENTO,ABUSO SEXUAL,SEPTIMO VAGÓN,MUJER,27,EMPLEADA,EMPLEADA,PREPARATORIA,MUNICIPIO DE COACALCO,ESTADO DE MÉXICO,HOMBRE,41,DISEÑADOR DE INTERIOR,EMPLEADO,PREPARATORIA,DELEGACIÓN GUSTAVO A MADERO,DISTRITO FEDERAL,NA,LA VÍCTIMA SE RESERVO SU DERECHO A DENUNCIAR EN EL MÓDULO,NINGUNO,DC,PA
2206,BALDERAS,B-097,DEL 13 AL 17 DE OCTUBRE DE 2014,BALDERAS,1,20 DE OCTUBRE DE 2014 ,LUNES,OCTUBRE,09:25,09:46,15:55,TOCAMIENTO EN GLÚTEO Y MUSLO IZQUIERDO,RÁPIDA Y VIOLENTA,ABUSO SEXUAL,QUINTO VAGÓN,MUJER,30,ESTILISTA,EMPLEADA,SECUNDARIA,MUNICIPIO DE AMECAMECA,ESTADO DE MÉXICO,HOMBRE,38,COMERCIANTE,COMERCIANTE,SECUNDARIA,DELEGACIÓN CUAJIMALPA,DF,NA,LA VÍCTIMA SE RESERVO SU DERECHO A PRESENTAR FORMAL QUERELLA EN LA FDS,NINGUNO,DC,PBI
2207,HIDALGO,H-086,DEL 20 AL 24 DE OCTUBRE DE 2014,BELLAS ARTES,8,22 DE OCTUBRE DE 2014,MIERCOLES,OCTUBRE,07:00,15:31,23:30,TOCAMIENTO EN TODO SU CUERPO,AGRESIVA VERBAL Y FÍSICAMENTE,ABUSO SEXUAL,TORNIQUETES,MUJER,17,ESTUDIANTE,ESTUDIANTE,PREPARATORIA,MUNICIPIO DE CHIMALHUACAN,ESTADO DE MÉXICO,HOMBRE,17,EMPLEADO,EMPLEADO,SIN DATO,SIN DATO,SIN DATO,SIN DETENIDO,NINGUNA,NINGUNO,FDS,SIN DETENIDO
2208,BALDERAS,B-098,DEL 20 AL 24 DE OCTUBRE DE 2014,SAN LÁZARO,1,22 DE OCTUBRE DE 2014,MIERCOLES,OCTUBRE,12:00,13:00,15:42,TOCAMIENTO EN GLÚTEO DERECHO,PERSISTENTE Y POCO AGRESIVA,ABUSO SEXUAL,ESCALERAS FIJAS,MUJER,31,TAQUILLERA,EMPLEADA,PROFESIONAL,DELEGACIÓN GUSTAVO A MADERO,DF,HOMBRE,22,COMERCIANTE,COMERCIANTE,SECUNDARIA,DELEGACIÓN VENUSTIANO CARRANZA,DF,NA,LA VÍCTIMA SE RESERVO SU DERECHO A PRESENTAR FORMAL QUERELLA EN LA FDS,NINGUNO,DC,PBI
2209,GUERRERO,G-010,DEL 20 AL 24 DE OCTUBRE DE 2014,LA RAZA,3,23 DE OCTUBRE DE 2014,JUEVES,OCTUBRE,08:20,08:38,15:45,TOCAMIENTO EN GLÚTEOS,PERSISTENTE Y VIOLENTA,ABUSO SEXUAL,NOVENO VAGÓN,MUJER,40,POLICIA AUXILIAR,SERVIDORA PÚBLICA,PREPARATORIA,MUNICIPIO DE CUAUTITLAN IZCALLI,ESTADO DE MÉXICO,HOMBRE,33,EMPLEADO,EMPLEADO,SECUNDARIA,MUNICIPIO DE ZUMPANGO ,ESTADO DE MÉXICO,NA,NINGUNA,NINGUNO,FDS,PA
2210,BALDERAS,B-099,DEL 20 AL 24 DE OCTUBRE DE 2014,HOSPITAL GENERAL,3,23 DE OCTUBRE DE 2014,JUEVES,OCTUBRE,18:40,18:50,02:29 DEL 24/10/2014,TOCAMIENTO EN GLÚTEOS,NEGANDO LOS HECHOS,ABUSO SEXUAL,TERCER VAGÓN,HOMBRE,14,ESTUDIANTE,ESTUDIANTE,SECUNDARIA,DELEGACIÓN CUAUHTÉMOC,DF,HOMBRE,55,SERVIDOR PÚBLICO,SERVIDOR PÚBLICO,BACHILLERATO,DELEGACIÓN CUAUHTÉMOC,DF,NA,NINGUNA,NINGUNO,FDS,PA
2211,HIDALGO,H-087,DEL 20 AL 24 DE OCTUBRE DE 2014,OBRERA,8,24 DE OCTUBRE DE 2014,VIERNES,OCTUBRE,13:50,15:13,01:00,TOCAMIENTO EN PIERNA IZQUIERDA,RÁPIDA Y VIOLENTA,ABUSO SEXUAL,INTERIOR DE VAGÓN,MUJER,22,TAREAS DEL HOGAR,TAREAS DEL HOGAR,PREPARATORIA,MUNICIPIO DE NEZAHUALCOYOTL,ESTADO DE MÉXICO,HOMBRE,49,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,NA,NINGUNA,NINGUNO,FDS,PBI
2212,BALDERAS,B-100,DEL 20 AL 24 DE OCTUBRE DE 2014,BALDERAS,1,27 DE OCTUBRE DE 2014,LUNES,OCTUBRE,08:50,08:55,19:40,TOCAMIENTO EN AREA PÚBICA,RÁPIDA Y VIOLENTA,ABUSO SEXUAL,ANDEN,MUJER,25,EMPLEADA,EMPLEADA,SECUNDARIA,MUNICIPIO DE PAPALOTLA,ESTADO DE MÉXICO,HOMBRE,47,OFICIO,OFICIO,PRIMARIA,MUNICIPIO DE XOLOTEPEC,ESTADO DE MÉXICO,NA,NINGUNA,NINGUNO,FDS,PBI
2213,PANTITLÁN,P-032,DEL 20 AL 24 DE OCTUBRE DE 2014,AGRICOLA ORIENTAL,A,27 DE OCTUBRE DE 2014,LUNES,OCTUBRE,13:13,13:58,14:42,TOMA DE FOTOGRAFIAS,PERSISTENTE Y POCO AGRESIVA,ACOSO SEXUAL,VAGÓN CENTRAL,MUJER,19,ESTUDIANTE,ESTUDIANTE,PROFESIONAL,DELEGACIÓN GUSTAVO A MADERO,DF,HOMBRE,36,COMERCIANTE,COMERCIANTE,SECUNDARIA,MUNICIPIO DE ECATEPEC,ESTADO DE MÉXICO,NA,LA VÍCTIMA SE RESERVO SU DERECHO A DENUNCIAR EN EL MÓDULO,NINGUNO,DC,PA
